panel	variant	file	provider	seed	width	height	bytes	created	status	note	stage
001-01	v01	assets/art/panels/001-01/v01-flux2-klein-4b-1001.webp	flux2-klein-4b	1001	1200	800	309538	2026-09-03T16:21:46+00:00	candidate		refined
001-01	v02	assets/art/panels/001-01/v02-flux2-klein-4b-2001.webp	flux2-klein-4b	2001	1200	800	327556	2026-09-03T16:23:12+00:00	candidate		refined
001-01	v03	assets/art/panels/001-01/v03-flux2-klein-4b-4001.webp	flux2-klein-4b	4001	1200	800	325552	2026-09-03T18:57:45+00:00	candidate		refined
001-01	v04	assets/art/panels/001-01/v04-flux2-klein-4b-4001.webp	flux2-klein-4b	4001	1200	800	283090	2026-09-03T20:52:26+00:00	candidate		refined
001-01	v05	assets/art/panels/001-01/v05-storyboard-svg.svg	storyboard-svg		1200	800	17233	2026-09-07T14:11:22+00:00	candidate		storyboard
001-01	v06	assets/art/panels/001-01/v06-storyboard-svg.svg	storyboard-svg		1200	800	12593	2026-09-07T14:13:12+00:00	candidate		storyboard
001-01	v07	assets/art/panels/001-01/v07-builtin-image-pilot.png	builtin-image-pilot		1536	1024	2339396	2026-09-07T18:22:42+00:00	candidate	Pilot: readable aisle and exact handle; task label remains below blocks, not final header design.	refined
001-01	v08	assets/art/panels/001-01/v08-storyboard-svg.svg	storyboard-svg		1200	800	12836	2026-09-07T18:25:46+00:00	candidate		storyboard
001-01	v09	assets/art/panels/001-01/v09-builtin-image-pilot.png	builtin-image-pilot		1536	1024	2371777	2026-09-07T19:00:46+00:00	chosen	Opening follow-up: exact handle moved above task blocks; aisle and caption clearance retained; provisional.	refined
001-01	v10	assets/art/panels/001-01/v10-storyboard-svg.svg	storyboard-svg		1200	800	13358	2026-09-12T21:18:26+00:00	candidate		storyboard
001-01	v11	assets/art/panels/001-01/v11-storyboard-svg.svg	storyboard-svg		1200	800	14021	2026-09-12T22:35:06+00:00	candidate		storyboard
001-01	v12	assets/art/panels/001-01/v12-storyboard-svg.svg	storyboard-svg		1200	800	23053	2026-09-12T23:00:59+00:00	candidate		storyboard
001-01	v13	assets/art/panels/001-01/v13-storyboard-svg.svg	storyboard-svg		1200	800	23093	2026-09-12T23:55:10+00:00	candidate		storyboard
001-01	v14	assets/art/panels/001-01/v14-storyboard-svg.svg	storyboard-svg		1200	800	23250	2026-09-13T01:34:47+00:00	candidate		storyboard
001-02	v01	assets/art/panels/001-02/v01-flux2-klein-4b-4001.webp	flux2-klein-4b	4001	1200	800	361226	2026-09-04T22:43:04+00:00	candidate		refined
001-02	v02	assets/art/panels/001-02/v02-flux2-klein-4b-4001.webp	flux2-klein-4b	4001	1200	800	383228	2026-09-04T22:43:04+00:00	chosen		refined
001-02	v03	assets/art/panels/001-02/v03-flux2-klein-4b-4001.webp	flux2-klein-4b	4001	1200	800	335678	2026-09-04T22:43:04+00:00	candidate		refined
001-02	v04	assets/art/panels/001-02/v04-storyboard-svg.svg	storyboard-svg		1200	800	13571	2026-09-07T14:11:22+00:00	candidate		storyboard
001-02	v05	assets/art/panels/001-02/v05-storyboard-svg.svg	storyboard-svg		1200	800	5798	2026-09-07T14:13:12+00:00	candidate		storyboard
001-02	v06	assets/art/panels/001-02/v06-storyboard-svg.svg	storyboard-svg		1200	800	6954	2026-09-12T21:18:26+00:00	candidate		storyboard
001-02	v07	assets/art/panels/001-02/v07-storyboard-svg.svg	storyboard-svg		1200	800	12713	2026-09-12T23:00:59+00:00	candidate		storyboard
001-02	v08	assets/art/panels/001-02/v08-storyboard-svg.svg	storyboard-svg		1200	800	13326	2026-09-12T23:30:35+00:00	candidate		storyboard
001-02	v09	assets/art/panels/001-02/v09-storyboard-svg.svg	storyboard-svg		1200	800	13366	2026-09-12T23:55:10+00:00	candidate		storyboard
001-02	v10	assets/art/panels/001-02/v10-storyboard-svg.svg	storyboard-svg		1200	800	14365	2026-09-13T00:10:05+00:00	candidate		storyboard
001-02	v11	assets/art/panels/001-02/v11-storyboard-svg.svg	storyboard-svg		1200	800	17488	2026-09-13T00:25:40+00:00	candidate		storyboard
001-02	v12	assets/art/panels/001-02/v12-storyboard-svg.svg	storyboard-svg		1200	800	18039	2026-09-13T01:34:47+00:00	candidate		storyboard
001-03	v01	assets/art/panels/001-03/v01-flux2-klein-4b-4001.webp	flux2-klein-4b	4001	1200	800	366452	2026-09-04T22:43:04+00:00	candidate		refined
001-03	v02	assets/art/panels/001-03/v02-flux2-klein-4b-4001.webp	flux2-klein-4b	4001	1200	800	363772	2026-09-04T22:43:04+00:00	candidate		refined
001-03	v03	assets/art/panels/001-03/v03-flux2-klein-4b-4001.webp	flux2-klein-4b	4001	1200	800	337564	2026-09-04T22:43:04+00:00	chosen		refined
001-03	v04	assets/art/panels/001-03/v04-storyboard-svg.svg	storyboard-svg		1200	800	14251	2026-09-07T14:11:22+00:00	candidate		storyboard
001-03	v05	assets/art/panels/001-03/v05-storyboard-svg.svg	storyboard-svg		1200	800	6764	2026-09-07T14:13:12+00:00	candidate		storyboard
001-03	v06	assets/art/panels/001-03/v06-storyboard-svg.svg	storyboard-svg		1200	800	7942	2026-09-12T21:18:26+00:00	candidate		storyboard
001-03	v07	assets/art/panels/001-03/v07-storyboard-svg.svg	storyboard-svg		1200	800	14420	2026-09-12T23:00:59+00:00	candidate		storyboard
001-03	v08	assets/art/panels/001-03/v08-storyboard-svg.svg	storyboard-svg		1200	800	15033	2026-09-12T23:30:35+00:00	candidate		storyboard
001-03	v09	assets/art/panels/001-03/v09-storyboard-svg.svg	storyboard-svg		1200	800	15073	2026-09-12T23:55:10+00:00	candidate		storyboard
001-03	v10	assets/art/panels/001-03/v10-storyboard-svg.svg	storyboard-svg		1200	800	16072	2026-09-13T00:10:05+00:00	candidate		storyboard
001-03	v11	assets/art/panels/001-03/v11-storyboard-svg.svg	storyboard-svg		1200	800	19195	2026-09-13T00:25:40+00:00	candidate		storyboard
001-03	v12	assets/art/panels/001-03/v12-storyboard-svg.svg	storyboard-svg		1200	800	19746	2026-09-13T01:34:47+00:00	candidate		storyboard
001-04	v01	assets/art/panels/001-04/v01-flux2-klein-4b-4001.webp	flux2-klein-4b	4001	1200	800	351448	2026-09-04T22:43:04+00:00	candidate		refined
001-04	v02	assets/art/panels/001-04/v02-flux2-klein-4b-4001.webp	flux2-klein-4b	4001	1200	800	402524	2026-09-04T22:43:04+00:00	candidate		refined
001-04	v03	assets/art/panels/001-04/v03-storyboard-svg.svg	storyboard-svg		1200	800	14215	2026-09-07T14:11:22+00:00	candidate		storyboard
001-04	v04	assets/art/panels/001-04/v04-storyboard-svg.svg	storyboard-svg		1200	800	6275	2026-09-07T14:13:12+00:00	chosen		storyboard
001-04	v05	assets/art/panels/001-04/v05-storyboard-svg.svg	storyboard-svg		1200	800	6860	2026-09-12T21:18:26+00:00	candidate		storyboard
001-04	v06	assets/art/panels/001-04/v06-storyboard-svg.svg	storyboard-svg		1200	800	11225	2026-09-12T23:00:59+00:00	candidate		storyboard
001-04	v07	assets/art/panels/001-04/v07-storyboard-svg.svg	storyboard-svg		1200	800	11265	2026-09-12T23:55:10+00:00	candidate		storyboard
001-04	v08	assets/art/panels/001-04/v08-storyboard-svg.svg	storyboard-svg		1200	800	12264	2026-09-13T00:10:05+00:00	candidate		storyboard
001-04	v09	assets/art/panels/001-04/v09-storyboard-svg.svg	storyboard-svg		1200	800	15387	2026-09-13T00:25:40+00:00	candidate		storyboard
001-04	v10	assets/art/panels/001-04/v10-storyboard-svg.svg	storyboard-svg		1200	800	15808	2026-09-13T01:34:47+00:00	candidate		storyboard
001-05	v01	assets/art/panels/001-05/v01-flux2-klein-4b-1001.webp	flux2-klein-4b	1001	1200	800	104390	2026-09-05T16:16:10+00:00	candidate		refined
001-05	v02	assets/art/panels/001-05/v02-flux2-klein-4b-1001.webp	flux2-klein-4b	1001	1200	800	82880	2026-09-05T20:39:49+00:00	candidate	drawn 5 Sep 2026 with the reverted conditional-register clause, not the committed one	refined
001-05	v03	assets/art/panels/001-05/v03-storyboard-svg.svg	storyboard-svg		1200	800	11672	2026-09-07T14:11:22+00:00	candidate		storyboard
001-05	v04	assets/art/panels/001-05/v04-storyboard-svg.svg	storyboard-svg		1200	800	3716	2026-09-07T14:13:12+00:00	chosen		storyboard
001-05	v05	assets/art/panels/001-05/v05-storyboard-svg.svg	storyboard-svg		1200	800	4082	2026-09-12T21:18:26+00:00	candidate		storyboard
001-05	v06	assets/art/panels/001-05/v06-storyboard-svg.svg	storyboard-svg		1200	800	8280	2026-09-12T23:00:59+00:00	candidate		storyboard
001-05	v07	assets/art/panels/001-05/v07-storyboard-svg.svg	storyboard-svg		1200	800	8893	2026-09-12T23:30:35+00:00	candidate		storyboard
001-05	v08	assets/art/panels/001-05/v08-storyboard-svg.svg	storyboard-svg		1200	800	8933	2026-09-12T23:55:10+00:00	candidate		storyboard
001-05	v09	assets/art/panels/001-05/v09-storyboard-svg.svg	storyboard-svg		1200	800	9932	2026-09-13T00:10:05+00:00	candidate		storyboard
001-05	v10	assets/art/panels/001-05/v10-storyboard-svg.svg	storyboard-svg		1200	800	13055	2026-09-13T00:25:40+00:00	candidate		storyboard
001-05	v11	assets/art/panels/001-05/v11-storyboard-svg.svg	storyboard-svg		1200	800	13380	2026-09-13T01:34:47+00:00	candidate		storyboard
002-01	v01	assets/art/panels/002-01/v01-flux2-klein-4b-1001.webp	flux2-klein-4b	1001	1200	800	198202	2026-09-05T16:17:15+00:00	candidate		refined
002-01	v02	assets/art/panels/002-01/v02-storyboard-svg.svg	storyboard-svg		1200	800	3832	2026-09-07T16:49:06+00:00	chosen		storyboard
002-01	v03	assets/art/panels/002-01/v03-storyboard-svg.svg	storyboard-svg		1200	800	3969	2026-09-07T16:54:58+00:00	candidate		storyboard
002-01	v04	assets/art/panels/002-01/v04-panel-fit.svg	panel-fit		1200	800	264986	2026-09-09T02:11:18+00:00	candidate	Textured off-white outer border removed; visually reviewed; original model bytes retained. 8px allowance clears irregular edges; centered 3:2 framing.	refined
002-01	v05	assets/art/panels/002-01/v05-storyboard-svg.svg	storyboard-svg		1200	800	4357	2026-09-12T21:18:26+00:00	candidate		storyboard
002-01	v06	assets/art/panels/002-01/v06-storyboard-svg.svg	storyboard-svg		1200	800	8555	2026-09-12T23:00:59+00:00	candidate		storyboard
002-01	v07	assets/art/panels/002-01/v07-storyboard-svg.svg	storyboard-svg		1200	800	9168	2026-09-12T23:30:35+00:00	candidate		storyboard
002-01	v08	assets/art/panels/002-01/v08-storyboard-svg.svg	storyboard-svg		1200	800	9208	2026-09-12T23:55:10+00:00	candidate		storyboard
002-01	v09	assets/art/panels/002-01/v09-storyboard-svg.svg	storyboard-svg		1200	800	10207	2026-09-13T00:10:05+00:00	candidate		storyboard
002-01	v10	assets/art/panels/002-01/v10-storyboard-svg.svg	storyboard-svg		1200	800	13330	2026-09-13T00:25:40+00:00	candidate		storyboard
002-01	v11	assets/art/panels/002-01/v11-storyboard-svg.svg	storyboard-svg		1200	800	13538	2026-09-13T01:34:47+00:00	candidate		storyboard
002-02	v01	assets/art/panels/002-02/v01-flux2-klein-4b-1001.webp	flux2-klein-4b	1001	1200	800	178442	2026-09-05T16:18:19+00:00	candidate	Preserve existing selection during pilot candidate review.	refined
002-02	v02	assets/art/panels/002-02/v02-storyboard-svg.svg	storyboard-svg		1200	800	3351	2026-09-07T16:49:06+00:00	chosen		storyboard
002-02	v03	assets/art/panels/002-02/v03-storyboard-svg.svg	storyboard-svg		1200	800	3646	2026-09-07T16:54:58+00:00	candidate		storyboard
002-02	v04	assets/art/panels/002-02/v04-builtin-image-pilot.png	builtin-image-pilot		1536	1024	2650682	2026-09-07T19:00:46+00:00	candidate	Opening follow-up: crossed required method and empty success field; exact handle; provisional.	refined
002-02	v05	assets/art/panels/002-02/v05-storyboard-svg.svg	storyboard-svg		1200	800	6078	2026-09-12T21:18:26+00:00	candidate		storyboard
002-02	v06	assets/art/panels/002-02/v06-storyboard-svg.svg	storyboard-svg		1200	800	8245	2026-09-12T23:00:59+00:00	candidate		storyboard
002-02	v07	assets/art/panels/002-02/v07-storyboard-svg.svg	storyboard-svg		1200	800	8285	2026-09-12T23:55:10+00:00	candidate		storyboard
002-02	v08	assets/art/panels/002-02/v08-storyboard-svg.svg	storyboard-svg		1200	800	9284	2026-09-13T00:10:05+00:00	candidate		storyboard
002-02	v09	assets/art/panels/002-02/v09-storyboard-svg.svg	storyboard-svg		1200	800	12407	2026-09-13T00:25:40+00:00	candidate		storyboard
002-02	v10	assets/art/panels/002-02/v10-storyboard-svg.svg	storyboard-svg		1200	800	12978	2026-09-13T01:34:47+00:00	candidate		storyboard
002-03	v01	assets/art/panels/002-03/v01-flux2-klein-4b-1001.webp	flux2-klein-4b	1001	1200	800	80916	2026-09-05T16:19:23+00:00	candidate		refined
002-03	v02	assets/art/panels/002-03/v02-storyboard-svg.svg	storyboard-svg		1200	800	6365	2026-09-07T16:49:06+00:00	chosen		storyboard
002-03	v03	assets/art/panels/002-03/v03-storyboard-svg.svg	storyboard-svg		1200	800	6762	2026-09-07T16:54:59+00:00	candidate		storyboard
002-03	v04	assets/art/panels/002-03/v04-panel-fit.svg	panel-fit		1200	800	108602	2026-09-09T02:11:18+00:00	candidate	Textured off-white outer border removed; visually reviewed; original model bytes retained. 8px allowance clears irregular edges; centered 3:2 framing.	refined
002-03	v05	assets/art/panels/002-03/v05-storyboard-svg.svg	storyboard-svg		1200	800	7924	2026-09-12T21:18:26+00:00	candidate		storyboard
002-03	v06	assets/art/panels/002-03/v06-storyboard-svg.svg	storyboard-svg		1200	800	13138	2026-09-12T23:00:59+00:00	candidate		storyboard
002-03	v07	assets/art/panels/002-03/v07-storyboard-svg.svg	storyboard-svg		1200	800	13178	2026-09-12T23:55:10+00:00	candidate		storyboard
002-03	v08	assets/art/panels/002-03/v08-storyboard-svg.svg	storyboard-svg		1200	800	14177	2026-09-13T00:10:05+00:00	candidate		storyboard
002-03	v09	assets/art/panels/002-03/v09-storyboard-svg.svg	storyboard-svg		1200	800	17300	2026-09-13T00:25:40+00:00	candidate		storyboard
002-03	v10	assets/art/panels/002-03/v10-storyboard-svg.svg	storyboard-svg		1200	800	18054	2026-09-13T01:34:47+00:00	candidate		storyboard
002-04	v01	assets/art/panels/002-04/v01-flux2-klein-4b-1001.webp	flux2-klein-4b	1001	1200	800	155816	2026-09-05T16:20:28+00:00	candidate		refined
002-04	v02	assets/art/panels/002-04/v02-storyboard-svg.svg	storyboard-svg		1200	800	2875	2026-09-07T16:49:06+00:00	chosen		storyboard
002-04	v03	assets/art/panels/002-04/v03-storyboard-svg.svg	storyboard-svg		1200	800	2989	2026-09-07T16:54:59+00:00	candidate		storyboard
002-04	v04	assets/art/panels/002-04/v04-panel-fit.svg	panel-fit		1200	800	208447	2026-09-09T02:11:19+00:00	candidate	Textured off-white outer border removed; visually reviewed; original model bytes retained. Top-left crop preserves edge labels.	refined
002-04	v05	assets/art/panels/002-04/v05-storyboard-svg.svg	storyboard-svg		1200	800	3962	2026-09-12T21:18:26+00:00	candidate		storyboard
002-04	v06	assets/art/panels/002-04/v06-storyboard-svg.svg	storyboard-svg		1200	800	5475	2026-09-12T23:00:59+00:00	candidate		storyboard
002-04	v07	assets/art/panels/002-04/v07-storyboard-svg.svg	storyboard-svg		1200	800	5515	2026-09-12T23:55:10+00:00	candidate		storyboard
002-04	v08	assets/art/panels/002-04/v08-storyboard-svg.svg	storyboard-svg		1200	800	5723	2026-09-13T01:34:47+00:00	candidate		storyboard
002-05	v01	assets/art/panels/002-05/v01-flux2-klein-4b-1001.webp	flux2-klein-4b	1001	1200	800	63750	2026-09-05T16:21:32+00:00	candidate		refined
002-05	v02	assets/art/panels/002-05/v02-storyboard-svg.svg	storyboard-svg		1200	800	1725	2026-09-07T16:49:06+00:00	chosen		storyboard
002-05	v03	assets/art/panels/002-05/v03-storyboard-svg.svg	storyboard-svg		1200	800	2050	2026-09-12T21:18:26+00:00	candidate		storyboard
002-05	v04	assets/art/panels/002-05/v04-storyboard-svg.svg	storyboard-svg		1200	800	2090	2026-09-12T23:55:10+00:00	candidate		storyboard
002-05	v05	assets/art/panels/002-05/v05-storyboard-svg.svg	storyboard-svg		1200	800	2115	2026-09-13T01:34:47+00:00	candidate		storyboard
003-01	v01	assets/art/panels/003-01/v01-flux2-klein-4b-1001.webp	flux2-klein-4b	1001	1200	800	208632	2026-09-05T16:22:37+00:00	candidate		refined
003-01	v02	assets/art/panels/003-01/v02-flux2-klein-4b-1001.webp	flux2-klein-4b	1001	832	1216	241596	2026-09-05T19:11:45+00:00	candidate		refined
003-01	v03	assets/art/panels/003-01/v03-flux2-klein-4b-20step-1001.webp	flux2-klein-4b-20step	1001	1200	800	228858	2026-09-05T19:18:41+00:00	candidate		refined
003-01	v04	assets/art/panels/003-01/v04-flux2-klein-4b-1001.webp	flux2-klein-4b	1001	1200	800	165262	2026-09-05T19:50:51+00:00	candidate	drawn 5 Sep 2026 with the reverted panel-first prompt arrangement, not the committed composer	refined
003-01	v05	assets/art/panels/003-01/v05-flux2-klein-4b-1001.webp	flux2-klein-4b	1001	1200	800	219958	2026-09-05T20:40:53+00:00	candidate	drawn 5 Sep 2026 with the reverted conditional-register clause, not the committed one	refined
003-01	v06	assets/art/panels/003-01/v06-storyboard-svg.svg	storyboard-svg		1200	800	4316	2026-09-07T16:49:06+00:00	candidate		storyboard
003-01	v07	assets/art/panels/003-01/v07-storyboard-svg.svg	storyboard-svg		1200	800	4562	2026-09-07T16:54:59+00:00	chosen		storyboard
003-01	v08	assets/art/panels/003-01/v08-panel-fit.svg	panel-fit		1200	800	293994	2026-09-09T02:11:19+00:00	candidate	Textured off-white outer border removed; visually reviewed; original model bytes retained. 8px allowance clears irregular edges; centered 3:2 framing.	refined
003-01	v09	assets/art/panels/003-01/v09-storyboard-svg.svg	storyboard-svg		1200	800	5057	2026-09-12T21:18:26+00:00	candidate		storyboard
003-01	v10	assets/art/panels/003-01/v10-storyboard-svg.svg	storyboard-svg		1200	800	5757	2026-09-12T22:35:06+00:00	candidate		storyboard
003-01	v11	assets/art/panels/003-01/v11-storyboard-svg.svg	storyboard-svg		1200	800	10103	2026-09-12T23:00:59+00:00	candidate		storyboard
003-01	v12	assets/art/panels/003-01/v12-storyboard-svg.svg	storyboard-svg		1200	800	9840	2026-09-12T23:15:35+00:00	candidate		storyboard
003-01	v13	assets/art/panels/003-01/v13-storyboard-svg.svg	storyboard-svg		1200	800	10486	2026-09-12T23:30:35+00:00	candidate		storyboard
003-01	v14	assets/art/panels/003-01/v14-storyboard-svg.svg	storyboard-svg		1200	800	10553	2026-09-12T23:55:10+00:00	candidate		storyboard
003-01	v15	assets/art/panels/003-01/v15-storyboard-svg.svg	storyboard-svg		1200	800	10944	2026-09-13T01:34:47+00:00	candidate		storyboard
003-02	v01	assets/art/panels/003-02/v01-flux2-klein-4b-1001.webp	flux2-klein-4b	1001	1200	800	191358	2026-09-05T16:23:42+00:00	candidate		refined
003-02	v02	assets/art/panels/003-02/v02-storyboard-svg.svg	storyboard-svg		1200	800	4163	2026-09-07T16:49:06+00:00	candidate		storyboard
003-02	v03	assets/art/panels/003-02/v03-storyboard-svg.svg	storyboard-svg		1200	800	4409	2026-09-07T16:54:59+00:00	candidate		storyboard
003-02	v04	assets/art/panels/003-02/v04-builtin-image-pilot.png	builtin-image-pilot		1536	1024	2318530	2026-09-07T23:00:14+00:00	chosen	Shared-service pair: readable evaluation-to-package map; provisional.	refined
003-02	v05	assets/art/panels/003-02/v05-storyboard-svg.svg	storyboard-svg		1200	800	4882	2026-09-12T21:18:26+00:00	candidate		storyboard
003-02	v06	assets/art/panels/003-02/v06-storyboard-svg.svg	storyboard-svg		1200	800	6400	2026-09-12T22:35:06+00:00	candidate		storyboard
003-02	v07	assets/art/panels/003-02/v07-storyboard-svg.svg	storyboard-svg		1200	800	9082	2026-09-12T23:00:59+00:00	candidate		storyboard
003-02	v08	assets/art/panels/003-02/v08-storyboard-svg.svg	storyboard-svg		1200	800	9150	2026-09-12T23:55:10+00:00	candidate		storyboard
003-02	v09	assets/art/panels/003-02/v09-storyboard-svg.svg	storyboard-svg		1200	800	9595	2026-09-13T01:34:47+00:00	candidate		storyboard
003-03	v01	assets/art/panels/003-03/v01-flux2-klein-4b-1001.webp	flux2-klein-4b	1001	1200	800	216314	2026-09-05T16:24:46+00:00	candidate		refined
003-03	v02	assets/art/panels/003-03/v02-storyboard-svg.svg	storyboard-svg		1200	800	4368	2026-09-07T16:49:06+00:00	candidate		storyboard
003-03	v03	assets/art/panels/003-03/v03-storyboard-svg.svg	storyboard-svg		1200	800	4756	2026-09-07T16:54:59+00:00	candidate		storyboard
003-03	v04	assets/art/panels/003-03/v04-builtin-image-pilot.png	builtin-image-pilot		1536	1024	2475332	2026-09-07T23:05:03+00:00	rejected	Directory pilot: checkmarks imply success; superseded by corrected listing.	refined
003-03	v05	assets/art/panels/003-03/v05-builtin-image-pilot.png	builtin-image-pilot		1536	1024	2505760	2026-09-07T23:05:04+00:00	chosen	Directory pair: anonymous reverse-sorted activity, abstract paths and timestamps; provisional.	refined
003-03	v06	assets/art/panels/003-03/v06-storyboard-svg.svg	storyboard-svg		1200	800	5422	2026-09-12T21:18:26+00:00	candidate		storyboard
003-03	v07	assets/art/panels/003-03/v07-storyboard-svg.svg	storyboard-svg		1200	800	8375	2026-09-12T23:00:59+00:00	candidate		storyboard
003-03	v08	assets/art/panels/003-03/v08-storyboard-svg.svg	storyboard-svg		1200	800	8412	2026-09-12T23:55:10+00:00	candidate		storyboard
003-03	v09	assets/art/panels/003-03/v09-storyboard-svg.svg	storyboard-svg		1200	800	9463	2026-09-13T00:10:05+00:00	candidate		storyboard
003-03	v10	assets/art/panels/003-03/v10-storyboard-svg.svg	storyboard-svg		1200	800	12793	2026-09-13T00:25:40+00:00	candidate		storyboard
003-03	v11	assets/art/panels/003-03/v11-storyboard-svg.svg	storyboard-svg		1200	800	13367	2026-09-13T01:34:47+00:00	candidate		storyboard
003-04	v01	assets/art/panels/003-04/v01-flux2-klein-4b-1001.webp	flux2-klein-4b	1001	1200	800	193488	2026-09-05T16:25:51+00:00	candidate		refined
003-04	v02	assets/art/panels/003-04/v02-storyboard-svg.svg	storyboard-svg		1200	800	4655	2026-09-07T16:49:06+00:00	candidate		storyboard
003-04	v03	assets/art/panels/003-04/v03-storyboard-svg.svg	storyboard-svg		1200	800	5043	2026-09-07T16:54:59+00:00	candidate		storyboard
003-04	v04	assets/art/panels/003-04/v04-builtin-image-pilot.png	builtin-image-pilot		1536	1024	2374388	2026-09-07T23:05:06+00:00	chosen	Directory pair: new test entry above unchanged row order, moss limited to new row; provisional.	refined
003-04	v05	assets/art/panels/003-04/v05-storyboard-svg.svg	storyboard-svg		1200	800	5441	2026-09-12T21:18:26+00:00	candidate		storyboard
003-04	v06	assets/art/panels/003-04/v06-storyboard-svg.svg	storyboard-svg		1200	800	8394	2026-09-12T23:00:59+00:00	candidate		storyboard
003-04	v07	assets/art/panels/003-04/v07-storyboard-svg.svg	storyboard-svg		1200	800	8431	2026-09-12T23:55:10+00:00	candidate		storyboard
003-04	v08	assets/art/panels/003-04/v08-storyboard-svg.svg	storyboard-svg		1200	800	9482	2026-09-13T00:10:05+00:00	candidate		storyboard
003-04	v09	assets/art/panels/003-04/v09-storyboard-svg.svg	storyboard-svg		1200	800	12812	2026-09-13T00:25:40+00:00	candidate		storyboard
003-04	v10	assets/art/panels/003-04/v10-storyboard-svg.svg	storyboard-svg		1200	800	13386	2026-09-13T01:34:47+00:00	candidate		storyboard
003-05	v01	assets/art/panels/003-05/v01-flux2-klein-4b-1001.webp	flux2-klein-4b	1001	1200	800	107656	2026-09-05T16:26:55+00:00	candidate		refined
003-05	v02	assets/art/panels/003-05/v02-storyboard-svg.svg	storyboard-svg		1200	800	2714	2026-09-07T16:49:06+00:00	chosen	Pilot control: retain deterministic geometry and exact controlled long-text lettering.	storyboard
003-05	v03	assets/art/panels/003-05/v03-panel-fit.svg	panel-fit		1200	800	144258	2026-09-09T02:11:20+00:00	candidate	Textured off-white outer border removed; visually reviewed; original model bytes retained. 8px allowance clears irregular edges; centered 3:2 framing.	refined
003-05	v04	assets/art/panels/003-05/v04-storyboard-svg.svg	storyboard-svg		1200	800	3088	2026-09-12T21:18:26+00:00	candidate		storyboard
003-05	v05	assets/art/panels/003-05/v05-storyboard-svg.svg	storyboard-svg		1200	800	4897	2026-09-12T23:00:59+00:00	candidate		storyboard
003-05	v06	assets/art/panels/003-05/v06-storyboard-svg.svg	storyboard-svg		1200	800	4934	2026-09-12T23:55:10+00:00	candidate		storyboard
003-05	v07	assets/art/panels/003-05/v07-storyboard-svg.svg	storyboard-svg		1200	800	5985	2026-09-13T00:10:05+00:00	candidate		storyboard
003-05	v08	assets/art/panels/003-05/v08-storyboard-svg.svg	storyboard-svg		1200	800	9315	2026-09-13T00:25:40+00:00	candidate		storyboard
003-05	v09	assets/art/panels/003-05/v09-storyboard-svg.svg	storyboard-svg		1200	800	9340	2026-09-13T01:34:47+00:00	candidate		storyboard
003-05	v10	assets/art/panels/003-05/v10-storyboard-svg.svg	storyboard-svg		1200	800	9344	2026-09-13T01:42:12+00:00	candidate		storyboard
004-01	v01	assets/art/panels/004-01/v01-flux2-klein-4b-1001.webp	flux2-klein-4b	1001	1200	800	189254	2026-09-05T16:28:00+00:00	candidate		refined
004-01	v02	assets/art/panels/004-01/v02-storyboard-svg.svg	storyboard-svg		1200	800	3808	2026-09-07T16:49:06+00:00	candidate		storyboard
004-01	v03	assets/art/panels/004-01/v03-storyboard-svg.svg	storyboard-svg		1200	800	3952	2026-09-07T16:54:59+00:00	candidate		storyboard
004-01	v04	assets/art/panels/004-01/v04-panel-fit.svg	panel-fit		1200	800	253054	2026-09-09T02:11:20+00:00	chosen	Textured off-white outer border removed; visually reviewed; original model bytes retained. 8px allowance clears irregular edges; centered 3:2 framing.	refined
004-01	v05	assets/art/panels/004-01/v05-storyboard-svg.svg	storyboard-svg		1200	800	4337	2026-09-12T21:18:26+00:00	candidate		storyboard
004-01	v06	assets/art/panels/004-01/v06-storyboard-svg.svg	storyboard-svg		1200	800	7682	2026-09-12T23:00:59+00:00	candidate		storyboard
004-01	v07	assets/art/panels/004-01/v07-storyboard-svg.svg	storyboard-svg		1200	800	7750	2026-09-12T23:55:10+00:00	candidate		storyboard
004-01	v08	assets/art/panels/004-01/v08-storyboard-svg.svg	storyboard-svg		1200	800	9805	2026-09-13T00:10:05+00:00	candidate		storyboard
004-01	v09	assets/art/panels/004-01/v09-storyboard-svg.svg	storyboard-svg		1200	800	16258	2026-09-13T00:25:40+00:00	candidate		storyboard
004-01	v10	assets/art/panels/004-01/v10-storyboard-svg.svg	storyboard-svg		1200	800	16466	2026-09-13T01:34:47+00:00	candidate		storyboard
004-02	v01	assets/art/panels/004-02/v01-flux2-klein-4b-1001.webp	flux2-klein-4b	1001	1200	800	167624	2026-09-05T18:49:15+00:00	candidate		refined
004-02	v02	assets/art/panels/004-02/v02-flux2-klein-4b-1001.webp	flux2-klein-4b	1001	1200	800	194444	2026-09-05T20:41:56+00:00	candidate	drawn 5 Sep 2026 with the reverted conditional-register clause, not the committed one	refined
004-02	v03	assets/art/panels/004-02/v03-storyboard-svg.svg	storyboard-svg		1200	800	6310	2026-09-07T16:49:06+00:00	candidate		storyboard
004-02	v04	assets/art/panels/004-02/v04-storyboard-svg.svg	storyboard-svg		1200	800	6864	2026-09-07T16:54:59+00:00	candidate		storyboard
004-02	v05	assets/art/panels/004-02/v05-panel-fit.svg	panel-fit		1200	800	259974	2026-09-09T02:11:20+00:00	chosen	Textured off-white outer border removed; visually reviewed; original model bytes retained. 8px allowance clears irregular edges; centered 3:2 framing.	refined
